id,recetteid,unit,quantite,ingredient,unit_en,quantite_en,ingredient_en
2574,276,,,poivre,,,pepper
2575,276,cuillère à soupe,1.0,fond de veau,tablespoon,1.0,veal stock
2576,276,feuilles,2.0,de laurier,leaves,2.0,of laurel
2577,276,,,persil,,,parsley
2578,276,,3.0,carottes,,3.0,carrots
2579,276,g,150.0,lardons fumés,g,150.0,smoked bacon
2580,276,,1.0,lapin,,1.0,rabbit
2581,276,,10,champignons de Paris,,10,button mushrooms
2582,276,,,olives vertes,,,green olives
2583,276,,1,échalote,,1,shallot
2584,276,gousse,,ail,pod,,garlic
2585,276,,,herbes de Provence,,,herbs of Provence
2586,276,cuillères à café,2.0,concentré de tomates,teaspoons,2.0,tomato paste
2587,277,,1.0,oignon,,1.0,onion
2588,277,,,beurre,,,butter
2589,277,,,huile d'olive,,,olive oil
2590,277,verres,3.0,riz,glasses,3.0,rice
2591,277,"verres, blanc",2.0,vin,"glasses, white",2.0,wine
2592,277,,,Parmesan,,,Parmesan
2593,277,,1.0,lbouillon de volaille,,1.0,chicken broth
2594,277,,1.0,poivron jaune,,1.0,yellow pepper
2595,277,,1.0,poivron vert,,1.0,green pepper
2596,277,,1.0,poivron rouge,,1.0,red pepper
2597,277,,,huile d'olive,,,olive oil
2598,277,,1.0,oignon,,1.0,onion
2599,277,blancs,2,de poulet,whites,2,chicken
2600,277,,1,chorizo,,1,chorizo
2601,277,poignées,2.0,petits pois,handles,2.0,peas
2602,278,,,origan,,,oregano
2603,278,,,beurre,,,butter
2604,278,pincées,2.0,muscade,pinched,2.0,nutmeg
2605,278,,,sel,,,salt
2606,278,,,poivre,,,pepper
2607,278,g,500.0,viande hachée,g,500.0,minced meat
2608,278,gousse,1.0,ail,pod,1.0,garlic
2609,278,,1.0,jaune d'oeuf,,1.0,egg yolk
2610,278,cuillères à soupe,5.0,chapelure,tablespoons,5.0,breadcrumbs
2611,278,,1.0,coulis de tomate,,1.0,tomato coulis
2612,278,,1,échalote,,1,shallot
2613,278,,,basilic,,,basil
2614,278,,,laurier,,,laurel
2615,279,,,cognac,,,cognac
2616,279,pincée,1.0,curry,pinch,1.0,curry
2617,279,,,thym,,,thyme
2618,279,,2.0,carottes,,2.0,carrots
2619,279,,1.0,oignon,,1.0,onion
2620,279,,,sel,,,salt
2621,279,,,poivre,,,pepper
2622,279,,,cognac,,,cognac
2623,279,,,beurre,,,butter
2624,279,,1.0,queue de langouste,,1.0,lobster tail
2625,279,petite boîte,1,concentré de tomates,small box,1,tomato paste
2626,279,boîte,0.5,tomates pelées,box,0.5,peeled tomatoes
2627,279,,2,échalotes,,2,shallots
2628,279,gousses,2,ail,pods,2,garlic
2629,279,,,laurier,,,laurel
2630,279,"cl, blanc",40.0,vin sec,"cl, white",40.0,dry wine
2631,279,,,sel,,,salt
2632,279,,,poivre,,,pepper
2633,279,,,beurre,,,butter
2634,280,tranches,8.0,reblochon,slices,8.0,reblochon
2635,280,tranches,4.0,jambon cru,slices,4.0,raw ham
2636,280,,4.0,pommes de terre,,4.0,potatoes
2637,280,,1.0,saucisse de morteau,,1.0,Morteau sausage
2638,280,,4.0,pommes de terre,,4.0,potatoes
2639,280,cuillères à soupe,4.0,cancoillotte,tablespoons,4.0,cancoillotte
2640,280,cuillères à soupe,4.0,crème fraîche,tablespoons,4.0,sour cream
2641,280,tranches,4.0,saumon fumé,slices,4.0,smoked salmon
2642,280,morceaux,4.0,comté,pieces,4.0,county
2643,280,g,100.0,emmental,g,100.0,Emmental
2644,280,tranches,4,camembert,slices,4,Camembert
2645,280,morceaux,4.0,bleu,pieces,4.0,blue
2646,280,g,100,lardons,g,100,bacon
2647,280,tranches,8,bûche de chèvre,slices,8,goat log
2648,280,"tranches, blanc",4.0,jambon,"slices, white",4.0,ham
2649,280,g,100.0,gruyère râpé,g,100.0,grated gruyere
2650,280,petite boîte,1.0,champignons de Paris,small box,1.0,button mushrooms
2651,280,cuillères à soupe,4.0,petites mielliquide,tablespoons,4.0,small liquid honey
2652,280,,1.0,escalope de poulet,,1.0,chicken escalope
2653,280,,1.0,pomme,,1.0,apple
2654,281,,,poivre,,,pepper
2655,281,,,sel,,,salt
2656,281,,,coriandre,,,coriander
2657,281,cuillère à café,1.0,origan,teaspoon,1.0,oregano
2658,281,,,huile d'olive,,,olive oil
2659,281,cuillère à café,1.0,cumin,teaspoon,1.0,cumin
2660,281,,1.0,oignon,,1.0,onion
2661,281,,1.0,poivron rouge,,1.0,red pepper
2662,281,g,300.0,haricots rouges,g,300.0,red beans
2663,281,g,500.0,tomates pelées,g,500.0,peeled tomatoes
2664,281,gousse,1,ail,pod,1,garlic
2665,281,cuillère à café,1.0,paprika,teaspoon,1.0,paprika
2666,281,,",",céréales,,,cereals
2667,282,,2.0,oignons,,2.0,onions
2668,282,,,curry,,,curry
2669,282,,,crevettes,,,shrimp
2670,282,,,lait de coco,,,coconut milk
2671,282,,1.0,échalote,,1.0,shallot
2672,282,gousses,2.0,ail,pods,2.0,garlic
2673,282,,,noix de coco,,,coconut
2674,283,cuillère à soupe,1.0,beurre,tablespoon,1.0,butter
2675,283,cuillère à soupe,1.0,moutarde,tablespoon,1.0,mustard
2676,283,,,sel,,,salt
2677,283,,,poivre,,,pepper
2678,283,,1.0,thym,,1.0,thyme
2679,283,feuille,1.0,de laurier,leaf,1.0,of laurel
2680,283,g,40.0,beurre,g,40.0,butter
2681,283,,4.0,andouillette,,4.0,andouillette
2682,283,,4.0,échalotes,,4.0,shallots
2683,283,"cl, blanc",50.0,vin sec,"cl, white",50.0,dry wine
2684,284,,1.0,piment,,1.0,pepper
2685,284,,,persil,,,parsley
2686,284,g,90.0,beurre,g,90.0,butter
2687,284,g,90.0,Parmesan,g,90.0,Parmesan
2688,284,cl,15.0,crème fraîche liquide,cl,15.0,liquid fresh cream
2689,284,g,350.0,tagliatelles,g,350.0,tagliatelle
2690,285,,,poivre,,,pepper
2691,285,,,sel,,,salt
2692,285,cuillère à soupe,1.0,farine,tablespoon,1.0,flour
2693,285,cuillère à soupe,1.0,moutarde,tablespoon,1.0,mustard
2694,285,g,100.0,crème fraîche,g,100.0,sour cream
2695,285,g,60.0,beurre,g,60.0,butter
2696,285,cl,20.0,porto,cl,20.0,port
2697,285,g,700.0,rognon de veau,g,700.0,veal kidney
2698,285,g,100.0,champignons de Paris,g,100.0,button mushrooms
2699,285,,2.0,échalotes,,2.0,shallots
2700,286,,,sel,,,salt
2701,286,,,poivre,,,pepper
2702,286,cuillères à soupe,3.0,huile d'olive,tablespoons,3.0,olive oil
2703,286,,2.0,cubes de bouillon,,2.0,bouillon cubes
2704,286,verres,4.0,riz,glasses,4.0,rice
2705,286,cuillères à soupe,3.0,crème épaisse,tablespoons,3.0,thick cream
2706,286,,3.0,échalotes,,3.0,shallots
2707,286,sachet,1.0,petit parmesan râpé,bag,1.0,small grated parmesan
2708,286,tranches,10.0,chorizo,slices,10.0,chorizo
2709,286,pincée,,paprika,pinch,,paprika
2710,287,branches,5.0,persil,branches,5.0,parsley
2711,287,,1.0,huile d'olive,,1.0,olive oil
2712,287,g,500.0,telline,g,500.0,tellin
2713,287,gousses,3.0,ail,pods,3.0,garlic
2714,288,,,poivre,,,pepper
2715,288,,,huile d'olive,,,olive oil
2716,288,g,500.0,spaghetti,g,500.0,spaghetti
2717,288,g,100.0,pecorino romano,g,100.0,pecorino romano
2718,289,cuillères,2.0,huile d'olive,spoons,2.0,olive oil
2719,289,,,poivre,,,pepper
2720,289,,,romarin,,,rosemary
2721,289,,1.0,saucisse de morteau,,1.0,Morteau sausage
2722,289,kg,1.0,pomme de terre,kg,1.0,potato
2723,289,pot,1.0,crème liquide,jar,1.0,liquid cream
2724,290,,,sel,,,salt
2725,290,,,poivre,,,pepper
2726,290,,,beurre,,,butter
2727,290,,4.0,carottes,,4.0,carrots
2728,290,filets,4.0,merlan,nets,4.0,whiting
2729,290,g,250.0,champignons de Paris,g,250.0,button mushrooms
2730,290,,4.0,échalotes,,4.0,shallots
2731,290,,,jus de citron,,,lemon juice
2732,291,bouteille,1.0,vin rouge,bottle,1.0,red wine
2733,291,cuillères,2.0,huile d'olive,spoons,2.0,olive oil
2734,291,,1.0,orange,,1.0,orange
2735,291,,,poivre,,,pepper
2736,291,bouquet,1.0,thym,bunch,1.0,thyme
2737,291,feuilles,2.0,de laurier,leaves,2.0,of laurel
2738,291,,1.0,carotte,,1.0,carrot
2739,291,,1.0,oignon,,1.0,onion
2740,291,kg,2.0,boeuf,kg,2.0,beef
2741,291,gousses,2.0,ail,pods,2.0,garlic
2742,291,g,300,olives noires,g,300,black olives
2743,291,cuillères,2.0,coulis de tomate,spoons,2.0,tomato coulis
2744,292,g,200.0,farine,g,200.0,flour
2745,292,,,sel,,,salt
2746,292,,,poivre,,,pepper
2747,292,,1.0,huile,,1.0,oil
2748,292,,4.0,escalopes de veau,,4.0,veal escalopes
2749,292,,2.0,oeufs,,2.0,eggs
2750,292,cuillères à café,3.0,lait,teaspoons,3.0,milk
2751,292,g,150.0,chapelure,g,150.0,breadcrumbs
2752,293,,,sel,,,salt
2753,293,,,poivre,,,pepper
2754,293,cuillère à café,1.0,moutarde,teaspoon,1.0,mustard
2755,293,,1.0,trait cognac,,1.0,cognac line
2756,293,cuillères à café,2.0,vinaigre de vin,teaspoons,2.0,wine vinegar
2757,293,cuillères à café,2.0,vinaigre de xérès,teaspoons,2.0,sherry vinegar
2758,293,cuillères à soupe,2.0,huile d'olive,tablespoons,2.0,olive oil
2759,293,blancs,4.0,de poulet,whites,4.0,chicken
2760,293,,1.0,échalote,,1.0,shallot
2761,293,cl,15.0,bouillon de volaille,cl,15.0,chicken broth
2762,293,cl,25,crème fraîche épaisse,cl,25,thick crème fraîche
2763,293,,,ciboulette,,,chives
2764,293,,,estragon,,,tarragon
2765,294,,,poivre,,,pepper
2766,294,,,sel,,,salt
2767,294,,,bigorneau,,,periwinkle
2768,295,,,sel,,,salt
2769,295,,,poivre,,,pepper
2770,295,,,huile d'olive,,,olive oil
2771,295,filets,2.0,truite,nets,2.0,trout
2772,295,,,citron,,,lemon
2773,295,cl,10.0,crème,cl,10.0,cream
2774,296,morceau,1.0,boeuf,piece,1.0,beef
2775,297,cuillère à soupe,1.0,moutarde,tablespoon,1.0,mustard
2776,297,g,250.0,crevettes,g,250.0,shrimp
2777,297,,2.0,citrons,,2.0,lemons
2778,297,cuillère à café,1.0,ail,teaspoon,1.0,garlic
2779,297,cuillères à café,2.0,Fines herbes,teaspoons,2.0,Fine herbs
2780,297,sachet,1.0,levure,bag,1.0,yeast
2781,297,cuillère à soupe,1.0,huile,tablespoon,1.0,oil
2782,297,,,sel,,,salt
2783,297,g,200.0,farine,g,200.0,flour
2784,297,,1.0,oeuf,,1.0,egg
2785,297,cl,13,eau,cl,13,water
2786,298,cuillère à soupe,1.0,beurre,tablespoon,1.0,butter
2787,298,cuillères à soupe,2.0,huile,tablespoons,2.0,oil
2788,298,feuilles,4.0,de laurier,leaves,4.0,of laurel
2789,298,branches,4.0,thym,branches,4.0,thyme
2790,298,,2.0,oignons,,2.0,onions
2791,298,,1.0,poulet,,1.0,chicken
2792,298,gousses,3.0,ail,pods,3.0,garlic
2793,298,cl,25.0,bouillon de volaille,cl,25.0,chicken broth
2794,298,verre,1.0,eau,glass,1.0,water
2795,299,cuillères à soupe,4.0,huile,tablespoons,4.0,oil
2796,299,,,piment,,,pepper
2797,299,,2.0,tomates,,2.0,tomatoes
2798,299,,1.0,oignon,,1.0,onion
2799,299,,2.0,carottes,,2.0,carrots
2800,299,g,250.0,riz thaï,g,250.0,thai rice
2801,299,,1.0,brocoli,,1.0,broccoli
2802,299,gousse,1.0,ail,pod,1.0,garlic
2803,299,,2.0,oeufs,,2.0,eggs
2804,299,,,germes de soja,,,bean sprouts
2805,299,,,ciboulette,,,chives
2806,299,cuillère à soupe,1.0,poisson,tablespoon,1.0,fish
2807,299,cuillères à soupe,3,sauce d'huître,tablespoons,3,oyster sauce
2808,299,cuillère à soupe,1,soja,tablespoon,1,soy
2809,299,,1.0,citron vert,,1.0,lime
2810,300,,1.0,huile d'olive,,1.0,olive oil
2811,300,,1.0,camembert,,1.0,Camembert
2812,300,,,herbes de Provence,,,herbs of Provence
2813,301,,8.0,cuisses de canard,,8.0,duck legs
2814,301,bol,1.0,canard,bowl,1.0,duck
2815,302,,,persil,,,parsley
2816,302,g,50.0,beurre,g,50.0,butter
2817,302,cl,10.0,crème fraîche,cl,10.0,sour cream
2818,302,"grosse, cuillère à soupe",1.0,curry,"big, tablespoon",1.0,curry
2819,302,,2.0,lmoules,,2.0,mussels
2820,302,"verre, blanc",1.0,vin,"glass, white",1.0,wine
2821,302,,1.0,échalote,,1.0,shallot
2822,303,,,sel,,,salt
2823,303,,,poivre,,,pepper
2824,303,cl,10.0,cognac,cl,10.0,cognac
2825,303,cl,10.0,huile d'olive,cl,10.0,olive oil
2826,303,cl,30.0,bouillon de boeuf,cl,30.0,beef broth
2827,303,g,300.0,oignon,g,300.0,onion
2828,303,g,200.0,carotte,g,200.0,carrot
2829,303,,1.0,gigot d'agneau,,1.0,leg of lamb
2830,303,g,250.0,couenne,g,250.0,rind
2831,303,g,500.0,tomates pelées,g,500.0,peeled tomatoes
2832,303,bouquet,1,garni,bunch,1,garni
2833,303,"cl, blanc",50.0,vin,"cl, white",50.0,wine
2834,304,cuillère à soupe,1.0,gingembre confit,tablespoon,1.0,candied ginger
2835,304,,,huile,,,oil
2836,304,g,100.0,farine,g,100.0,flour
2837,304,,1.0,oeuf,,1.0,egg
2838,304,,20.0,mllait,,20.0,milk
2839,304,ml,300.0,eau,ml,300.0,water
2840,304,,,mayonnaise,,,mayonnaise
2841,304,,,poulpe,,,octopus
2842,304,,,ciboulette,,,chives
2843,304,cuillère à soupe,1.0,sauce soja,tablespoon,1.0,soy sauce
2844,304,sachet,1,dashi,bag,1,dashi
2845,304,cuillères à soupe,2.0,nori,tablespoons,2.0,nori
2846,304,,,flocons de bonite,,,bonito flakes
2847,304,,,sauce okonomiyaki,,,okonomiyaki sauce
2848,305,,,pois chiches,,,chickpeas
2849,305,,8.0,courgettes,,8.0,zucchini
2850,305,,2.0,poivrons rouges,,2.0,red peppers
2851,305,,2.0,poivrons verts,,2.0,green peppers
2852,305,,8.0,oignons,,8.0,onions
2853,305,,8.0,carottes,,8.0,carrots
2854,305,g,800.0,viande,g,800.0,meat
2855,305,,8.0,navets,,8.0,turnips
2856,305,,,chou,,,cabbage
2857,305,morceaux,4.0,citrouille,pieces,4.0,pumpkin
2858,305,boîte,1,tomates pelées,box,1,peeled tomatoes
2859,306,,,sel,,,salt
2860,306,,,poivre,,,pepper
2861,306,pincée,1.0,muscade,pinch,1.0,nutmeg
2862,306,g,60.0,crème fraîche,g,60.0,sour cream
2863,306,g,75.0,beurre,g,75.0,butter
2864,306,g,800.0,tagliatelles fraîches,g,800.0,fresh tagliatelle
2865,306,g,500.0,épinards,g,500.0,spinach
2866,306,,20.0,cllait,,20.0,clait
2867,306,,1.0,jaune d'oeuf,,1.0,egg yolk
2868,306,g,100.0,parmesan râpé,g,100.0,grated parmesan
2869,307,cuillères à café,2.0,huile d'olive,teaspoons,2.0,olive oil
2870,307,cuillère à café,1.0,curry,teaspoon,1.0,curry
2871,307,g,300.0,crevette rose,g,300.0,prawn
2872,307,cuillères à soupe,2.0,crème,tablespoons,2.0,cream
2873,308,,1.0,oignon,,1.0,onion
2874,308,cuillère à soupe,1.0,vinaigre de riz,tablespoon,1.0,rice vinegar
2875,308,,3.0,gingembre,,3.0,ginger
2876,308,cuillères à soupe,2.0,mielliquide,tablespoons,2.0,liquid honey
2877,308,cuillères à soupe,4.0,huile d'arachide,tablespoons,4.0,peanut oil
2878,308,,5.0,carottes,,5.0,carrots
2879,308,,2.0,courgettes,,2.0,zucchini
2880,308,,1.0,poivron jaune,,1.0,yellow pepper
2881,308,,1.0,poivron vert,,1.0,green pepper
2882,308,,1.0,poivron rouge,,1.0,red pepper
2883,308,g,200,haricots verts,g,200,green beans
2884,308,cuillères à soupe,4.0,soja,tablespoons,4.0,soy
2885,308,,0.5,citron,,0.5,lemon
2886,308,gousses,4,ail,pods,4,garlic
2887,308,cuillères à soupe,2.0,arachide,tablespoons,2.0,peanut
2888,309,cuillères à soupe,2.0,farine,tablespoons,2.0,flour
2889,309,,2.0,escalopes de poulet,,2.0,chicken cutlets
2890,309,,5.0,biscottes,,5.0,rusks
2891,309,,1.0,oeuf,,1.0,egg
2892,309,cuillère à soupe,1.0,petite paprika,tablespoon,1.0,small paprika
2893,310,,,sel,,,salt
2894,310,,,poivre,,,pepper
2895,310,,1.0,reblochon,,1.0,reblochon
2896,310,,1.0,oignon,,1.0,onion
2897,310,cl,20.0,crème fraîche,cl,20.0,sour cream
2898,310,g,200.0,lardons,g,200.0,bacon
2899,310,g,300.0,crozet,g,300.0,crozet
2900,311,,,huile,,,oil
2901,311,,1.0,tomate,,1.0,tomato
2902,311,,1.0,poivron jaune,,1.0,yellow pepper
2903,311,g,500.0,crevette rose,g,500.0,prawn
2904,311,,20.0,cllait de coco,,20.0,coconut milk
2905,311,,1.0,citron vert,,1.0,lime
2906,311,gousse,1.0,ail,pod,1.0,garlic
2907,311,,,Fines herbes,,,Fine herbs
2908,312,,,sel,,,salt
2909,312,"tranches, blanc",4.0,jambon,"slices, white",4.0,ham
2910,312,g,60.0,gruyère râpé,g,60.0,grated gruyere
2911,312,g,40.0,beurre,g,40.0,butter
2912,312,g,500.0,macaroni,g,500.0,macaroni
2913,312,cl,20.0,crème fraîche épaisse,cl,20.0,thick crème fraîche
2914,313,,4.0,pavés saumon,,4.0,salmon cobblestones
2915,313,cuillères à soupe,2.0,huile d'olive,tablespoons,2.0,olive oil
2916,313,,,fleur de sel,,,flower of salt
2917,313,,,poivre,,,pepper
2918,313,,6.0,pommes de terre,,6.0,potatoes
2919,313,g,50.0,roquette,g,50.0,rocket
2920,313,,2.0,échalotes,,2.0,shallots
2921,313,cuillères à soupe,2.0,huile d'olive,tablespoons,2.0,olive oil
2922,313,cuillères à soupe,2.0,vinaigre de cidre,tablespoons,2.0,cider vinegar
2923,313,cuillère à soupe,1.0,moutarde,tablespoon,1.0,mustard
2924,314,,,sel,,,salt
2925,314,,,poivre,,,pepper
2926,314,,,sauce tomate,,,tomato sauce
2927,314,,,quatre-épices,,,four spices
2928,314,,1.0,carotte,,1.0,carrot
2929,314,,1.0,courgette,,1.0,zucchini
2930,314,,,poivron rouge,,,red pepper
2931,314,,1.0,tomate,,1.0,tomato
2932,314,,1.0,oignon,,1.0,onion
2933,314,g,800.0,pâtes,g,800.0,pasta
2934,314,gousse,1,ail,pod,1,garlic
2935,314,,2.0,champignons,,2.0,mushrooms
2936,314,,,basilic,,,basil
2937,315,,,sel,,,salt
2938,315,,,poivre,,,pepper
2939,315,g,200.0,gruyère râpé,g,200.0,grated gruyere
2940,315,boîte,1.0,lasagnes,box,1.0,lasagna
2941,315,g,420.0,épinards,g,420.0,spinach
2942,315,g,250.0,ricotta,g,250.0,ricotta
2943,315,cuillères à soupe,2.0,farine,tablespoons,2.0,flour
2944,315,g,50.0,beurre,g,50.0,butter
2945,315,,0.5,llait,,0.5,milk
2946,316,,,sel,,,salt
2947,316,"cuillère à café, gros",1.0,sel,"teaspoon, large",1.0,salt
2948,316,cl,10.0,crème fraîche,cl,10.0,sour cream
2949,316,cuillères à soupe,4.0,huile,tablespoons,4.0,oil
2950,316,brins,5.0,thym,strands,5.0,thyme
2951,316,,1.0,rôti de porc,,1.0,roast pork
2952,316,kg,1.0,pomme de terre,kg,1.0,potato
2953,316,,,ratte,,,rat
2954,316,,2.0,ail,,2.0,garlic
2955,316,cl,20.0,bouillon de volaille,cl,20.0,chicken broth
2956,317,,,poivre,,,pepper
2957,317,,,sel,,,salt
2958,317,,,beurre,,,butter
2959,317,,,ormeau,,,abalone
2960,318,,,poivre,,,pepper
2961,318,,,sel,,,salt
2962,318,,2.0,oignons,,2.0,onions
2963,318,g,100.0,beurre,g,100.0,butter
2964,318,g,300.0,riz pour risotto,g,300.0,rice for risotto
2965,318,cl,80.0,bouillon de poule,cl,80.0,chicken broth
2966,318,"cl, blanc",10.0,vin,"cl, white",10.0,wine
2967,318,,16.0,coquilles saint-jacques,,16.0,scallop shells
2968,318,,,Parmesan,,,Parmesan
2969,319,,,épices,,,spices
2970,319,,,gruyère râpé,,,grated gruyere
2971,319,,,plaque lasagnes,,,lasagna plate
2972,319,,1.0,cube de bouillon,,1.0,bouillon cube
2973,319,g,400.0,épinards,g,400.0,spinach
2974,319,,2.0,briques,,2.0,bricks
2975,319,,,Parmesan,,,Parmesan
2976,320,,,poivre,,,pepper
2977,320,,,sel,,,salt
2978,320,cl,5.0,cognac,cl,5.0,cognac
2979,320,feuille,1.0,de laurier,leaf,1.0,of laurel
2980,320,branches,2.0,thym,branches,2.0,thyme
2981,320,cuillères à soupe,2.0,huile,tablespoons,2.0,oil
2982,320,g,125.0,beurre,g,125.0,butter
2983,320,,1.0,dinde,,1.0,turkey
2984,320,g,300.0,marrons,g,300.0,chestnuts
2985,320,g,300.0,chair à saucisse,g,300.0,sausage meat
2986,320,g,225,pain de mie,g,225,soft bread
2987,320,,15.0,cllait,,15.0,clait
2988,320,,4,échalotes,,4,shallots
2989,320,kg,1.5,pomme de terre,kg,1.5,potato
2990,320,cl,15.0,bouillon,cl,15.0,broth
2991,321,,,Ras el Hanout,,,Ras el Hanout
2992,321,,,sel,,,salt
2993,321,,,poivre,,,pepper
2994,321,,,huile d'olive,,,olive oil
2995,321,,,tomate séchée,,,dried tomato
2996,321,boîte,1.0,tomates concassées,box,1.0,crushed tomatoes
2997,321,,1.0,oignon,,1.0,onion
2998,321,,1.0,poivron vert,,1.0,green pepper
2999,321,,1.0,poivron rouge,,1.0,red pepper
3000,321,,5.0,carottes,,5.0,carrots
3001,321,,4,courgettes,,4,zucchini
3002,321,,,cannelle,,,cinnamon
3003,322,cl,20.0,sauce bolognaise,cl,20.0,Bolognese sauce
3004,322,,1.0,aubergine,,1.0,eggplant
3005,322,g,75.0,parmesan râpé,g,75.0,grated parmesan
3006,323,gros,,sel,fat,,salt
3007,323,,,sel,,,salt
3008,323,petit pot,1.0,crème fraîche,small pot,1.0,sour cream
3009,323,,1.0,oignon,,1.0,onion
3010,323,cuillère à soupe,1.0,farine,tablespoon,1.0,flour
3011,323,g,150.0,beurre,g,150.0,butter
3012,323,,8.0,coquilles saint-jacques,,8.0,scallop shells
3013,323,g,125.0,champignons de Paris,g,125.0,button mushrooms
3014,323,,1.0,oeuf,,1.0,egg
3015,323,"verre, blanc",1.0,vin sec,"glass, white",1.0,dry wine
3016,323,bouquet,1,garni,bunch,1,garni
3017,323,,,chapelure,,,breadcrumbs
3018,324,,,sel,,,salt
3019,324,,,poivre,,,pepper
3020,324,cuillères à soupe,3.0,huile,tablespoons,3.0,oil
3021,324,g,50.0,crème fraîche,g,50.0,sour cream
3022,324,,4.0,tomates,,4.0,tomatoes
3023,324,g,150.0,carotte,g,150.0,carrot
3024,324,g,150.0,oignon,g,150.0,onion
3025,324,kg,1.2,lotte,kg,1.2,monkfish
3026,324,bouquet,1.0,garni,bunch,1.0,garni
3027,324,gousses,2.0,ail,pods,2.0,garlic
3028,324,"cl, blanc",10,vin sec,"cl, white",10,dry wine
3029,325,,,poivre,,,pepper
3030,325,,,muscade,,,nutmeg
3031,325,g,100.0,beurre,g,100.0,butter
3032,325,g,600.0,tagliatelles,g,600.0,tagliatelle
3033,325,g,100.0,parmesan râpé,g,100.0,grated parmesan
3034,325,,1.0,truffe blanche d'alba,,1.0,white alba truffle
3035,325,"cl, blanc",20.0,vin,"cl, white",20.0,wine
3036,326,,,huile d'olive,,,olive oil
3037,326,g,150.0,comté,g,150.0,county
3038,326,cl,50.0,bouillon de boeuf,cl,50.0,beef broth
3039,326,g,25.0,farine,g,25.0,flour
3040,326,g,25.0,beurre,g,25.0,butter
3041,326,,1.0,oignon,,1.0,onion
3042,326,,1.0,carotte,,1.0,carrot
3043,326,feuilles,8.0,lasagnes,leaves,8.0,lasagna
3044,326,,4.0,aubergines,,4.0,eggplants
3045,326,g,500.0,coulis de tomate,g,500.0,tomato coulis
3046,326,g,50,Parmesan,g,50,Parmesan
3047,326,,,herbes de Provence,,,herbs of Provence
3048,327,g,60.0,beurre,g,60.0,butter
3049,327,,,sel,,,salt
3050,327,,,poivre,,,pepper
3051,327,cuillère à soupe,1.0,persil,tablespoon,1.0,parsley
3052,327,cl,10.0,bouillon de boeuf,cl,10.0,beef broth
3053,327,cuillère à soupe,1.0,moutarde,tablespoon,1.0,mustard
3054,327,cuillères à soupe,2.0,farine,tablespoons,2.0,flour
3055,327,,1.0,rognons,,1.0,kidneys
3056,327,g,150.0,champignon,g,150.0,mushroom
3057,327,cuillères à soupe,5.0,madère,tablespoons,5.0,Madeira
3058,328,,,poivre,,,pepper
3059,328,,,piment de Cayenne,,,cayenne pepper
3060,328,cuillères à soupe,2.0,huile d'olive,tablespoons,2.0,olive oil
3061,328,,,thym,,,thyme
3062,328,,1.0,écorce d'orange,,1.0,orange peel
3063,328,,2.0,oignons,,2.0,onions
3064,328,,2.0,tomates,,2.0,tomatoes
3065,328,,1.0,poireau,,1.0,leek
3066,328,,2.0,cubes de bouillon,,2.0,bouillon cubes
3067,328,g,500.0,poisson,g,500.0,fish
3068,328,g,100,crevettes,g,100,shrimp
3069,328,gousses,2.0,ail,pods,2.0,garlic
3070,328,branche,1,fenouil,branch,1,fennel
3071,328,branche,1,céleri,branch,1,celery
3072,328,,,laurier,,,laurel
3073,329,g,30.0,beurre,g,30.0,butter
3074,329,cuillère à soupe,1.0,miel,tablespoon,1.0,Honey
3075,329,,3.0,oignons,,3.0,onions
3076,329,,2.0,boudins noirs,,2.0,black puddings
3077,329,,2.0,pommes,,2.0,apples
3078,329,g,800.0,pomme de terre,g,800.0,potato
3079,330,,,sel,,,salt
3080,330,,,poivre,,,pepper
3081,330,,,persil,,,parsley
3082,330,g,100.0,beurre,g,100.0,butter
3083,330,,2.0,poireaux,,2.0,leeks
3084,330,,2.0,clous de girofle,,2.0,cloves
3085,330,,1.0,oignon,,1.0,onion
3086,330,,1.0,carotte,,1.0,carrot
